Date,Time,ConversationID,ScrubbedUtterance,Intent,IntentConfidence,Bot Response,UserFeedback Sentiment,UserFeedbackComments
17-Jun,17:59,0f4dcda7-dad6-4877-a606-dd521d4c04a0,wex can you tell me a joke,ChatBot_Jokes,91%,What does a dog wear when itâ€™s cold outside? A petticoat.,,
17-Jun,17:59,3f50b08e-e03e-4fb9-b557-69ae3cb17c11,tell me another joke,ChatBot_Jokes,94%,What does a dog wear when itâ€™s cold outside? A petticoat.,,
17-Jun,18:16,777b27e0-d2c6-437a-9103-bc50aafd0420,hi Wex,ChatBot_Greetings,99%,Hi! I'm Wex  your Workday Expert  and I am here to answer your People & Purpose questions!,,
17-Jun,18:19,d34091ee-b3fd-4e4c-aeee-7296cbb0515f,hsa contribution changes,Manage_Contributions,100%,You can modify  or stop  your contributions at any time as long as they don't exceed the maximum. For example  2019 maximum is $3 500 for single coverage and $7 000 for family coverage. To change your contribution click the Benefits application on your Workday home page: Benefits  Change: Benefits  Benefit Event Type - HSA Contribution Change Your request will be routed to a member of the Benefits team to approve.  Once approved  you will receive a task in your Workday inbox to make adjustments to your contributions. Changes will be reflected on the 1st of the following month. For more information on contributions  click https://workdayinc.benefitstream.net/your-benefits-28/health-savings-account-hsa|here Username: workday Password: welcome2benefits,,
17-Jun,18:20,2f99e134-8ad9-4d5d-982a-c92056a9316f,are there mental health resources available,Get_Help_Report_Concern,62%,Our Employee Assistance Program (EAP) is through _MyLifeCoach_ by _Optum_. You and your dependents have access to six short-term  face-to-face counseling sessions per issue. Hereâ€™s how to access _MyLifeCoach_  simply choose the way that works best for you and your family: https://workday.okta.com|Okta Tile: MyLifeCoach - US US Mobile App: _MyLiveAndWorkWell_ (Access Code: *WorkdayUS*) https://www.liveandworkwell.com|LiveAndWorkWell.com (Access Code: *WorkdayUS*) You can also call *1-866-248-4094* anytime for confidential help.,,
17-Jun,18:20,7300f4c1-00a3-4baf-92b3-eda3fea15910,@WK1N9QML3 are there mental health resources available,Get_Help_Report_Concern,48%,Our Employee Assistance Program (EAP) is through _MyLifeCoach_ by _Optum_. You and your dependents have access to six short-term  face-to-face counseling sessions per issue. Hereâ€™s how to access _MyLifeCoach_  simply choose the way that works best for you and your family: https://workday.okta.com|Okta Tile: MyLifeCoach - US US Mobile App: _MyLiveAndWorkWell_ (Access Code: *WorkdayUS*) https://www.liveandworkwell.com|LiveAndWorkWell.com (Access Code: *WorkdayUS*) You can also call *1-866-248-4094* anytime for confidential help.,,
17-Jun,18:21,9baf46f4-b245-4151-b3a7-7c9677646be6,report a concern,Get_Help_Report_Concern,99%,I understand you're looking for resources at Workday to help you.,,
17-Jun,18:21,00c58deb-d818-44e8-ac87-bb1191360775,report misconduct,Get_Help_Report_Concern,97%,At Workday  we have the https://secure.ethicspoint.com/domain/media/en/gui/60581/index.html|Speak Up Hotline which is a tool that allows you to report a concern or ask a question anonymously. You may also identify yourself if you would like â€“ anonymity is not required.Contact to the hotline can be made via telephone (toll free  globally) or via a web portal.More information can be found on the https://workday--simpplr.na68.visual.force.com/apex/Simpplr__SiteContent#/site/a7x80000000004MAAQ/page/a7t8000000000DKAAY|Ethics & Compliance Workspace.,,
17-Jun,18:21,00c58deb-d818-44e8-ac87-bb1191360775,safety concern,Get_Help_Report_Concern,91%,The Workplace Safety & Security can be contacted using the following: *North America & APJ Safety Hotlines* 1 925 701 4444 (Non-Emergency) 1 925 701 5555 (Emergency) safety *EMEA Safety Hotlines* +353 1 707 6644 (Non-Emergency) +353 1 707 6655 (Emergency) Dublin.safety You can also reach out on the Slack channel at #workplace-safety,,
17-Jun,18:22,9baf46f4-b245-4151-b3a7-7c9677646be6,i have a safety concern,Get_Help_Report_Concern,96%,The Workplace Safety & Security can be contacted using the following: *North America & APJ Safety Hotlines* 1 925 701 4444 (Non-Emergency) 1 925 701 5555 (Emergency) safety *EMEA Safety Hotlines* +353 1 707 6644 (Non-Emergency) +353 1 707 6655 (Emergency) Dublin.safety You can also reach out on the Slack channel at #workplace-safety,,
17-Jun,18:23,7300f4c1-00a3-4baf-92b3-eda3fea15910,@WK1N9QML3 i have a safety concern,Get_Help_Report_Concern,93%,The Workplace Safety & Security can be contacted using the following: *North America & APJ Safety Hotlines* 1 925 701 4444 (Non-Emergency) 1 925 701 5555 (Emergency) safety *EMEA Safety Hotlines* +353 1 707 6644 (Non-Emergency) +353 1 707 6655 (Emergency) Dublin.safety You can also reach out on the Slack channel at #workplace-safety,,
17-Jun,18:23,4185f55a-fb0e-4f9c-a174-9c1473d729ba,hi Wex tell me a joke.,ChatBot_Jokes,91%,What do you call a large dog that meditates? Aware wolf.,,
17-Jun,18:24,4185f55a-fb0e-4f9c-a174-9c1473d729ba,i dont get it.,Enroll_in_Plan,36%,Lets talk about enrolling in benefits! Workday's next Open Enrollment period is November 1-15  2019. Additional details will be sent via email as the date approaches. For step-by-step instructions on how to enroll in your benefits  check out our training options: https://wd5.myworkday.com/workday/d/inst/17498$1151/rel-task/2998$28786.htmld|Desktop https://wd5.myworkday.com/workday/d/inst/17498$1210/rel-task/2998$28786.htmld|Mobile If you do not make any changes during Open Enrollment  your current elections will rollover to the following plan year. With the exception of the FSA plans (Healthcare  Limited Purpose  and Dependent Care)  active election is required in order to participate in the FSA plans each year  as prior year elections do not carry over.,,
17-Jun,18:24,4185f55a-fb0e-4f9c-a174-9c1473d729ba,dental enrollment,Enroll_in_Plan,100%,Great question! Workday's dental plan provider is Delta Dental. You can enroll in Delta Dental during Open Enrollment or within 30 days of a qualifying life event such as marriage  birth  etc.  Your Delta Dental ID number is on your Dental card. If you don't have this card  you can always log into https://www.deltadentalins.com|DeltaDentalins.com and print a temporary one.,,
17-Jun,18:26,76a52c36-96b4-4495-bc21-881d56746e0f,hello,ChatBot_Greetings,100%,Hi! I'm Wex  your Workday Expert  and I am here to answer your People & Purpose questions!,,
17-Jun,18:28,0f4c639a-59fa-40ef-ba6f-642820e612a1,eap,Get_Help_Report_Concern,100%,I understand you're looking for resources at Workday to help you.,,
17-Jun,18:28,451b5264-c3e0-4ef6-b3d3-215fea02e6fa,Mental health resources,Get_Help_Report_Concern,83%,Our Employee Assistance Program (EAP) is through _MyLifeCoach_ by _Optum_. You and your dependents have access to six short-term  face-to-face counseling sessions per issue. Hereâ€™s how to access _MyLifeCoach_  simply choose the way that works best for you and your family: https://workday.okta.com|Okta Tile: MyLifeCoach - US US Mobile App: _MyLiveAndWorkWell_ (Access Code: *WorkdayUS*) https://www.liveandworkwell.com|LiveAndWorkWell.com (Access Code: *WorkdayUS*) You can also call *1-866-248-4094* anytime for confidential help.,,
17-Jun,18:28,0f4c639a-59fa-40ef-ba6f-642820e612a1,mylifecoach,Get_Help_Report_Concern,100%,I understand you're looking for resources at Workday to help you.,,
17-Jun,18:28,451b5264-c3e0-4ef6-b3d3-215fea02e6fa,Mental health resources,Get_Help_Report_Concern,83%,Our Employee Assistance Program (EAP) is through _MyLifeCoach_ by _Optum_. You and your dependents have access to six short-term  face-to-face counseling sessions per issue. Hereâ€™s how to access _MyLifeCoach_  simply choose the way that works best for you and your family: https://workday.okta.com|Okta Tile: MyLifeCoach - US US Mobile App: _MyLiveAndWorkWell_ (Access Code: *WorkdayUS*) https://www.liveandworkwell.com|LiveAndWorkWell.com (Access Code: *WorkdayUS*) You can also call *1-866-248-4094* anytime for confidential help.,,
17-Jun,18:29,abafa654-5b5f-4733-844b-1c01c9de9cdf,can i get information on the 401K program,Get_Plan_Info,47%,All 401k elections and changes must be made within Fidelity to be reflected in Workday.  Workday will match 50%  up to 6% of eligible compensation  up to the IRS maximum. The match will be funded on a per pay period basis and you will typically see the match in your account by the Monday after you receive your paycheck. To be eligible to receive the match  you need to actively contribute to Workdayâ€™s 401(k) plan. To maximize your match  make sure you contribute at least 6% of your eligible compensation (pre-tax or Roth) at any time during the year and you will receive the maximum match of 3%. For additional information  visit the 401(k) Match Enhancement Workspace page https://workday--simpplr.na68.visual.force.com/apex/Simpplr__SiteContent#/site/a7x80000000004uAAA/page/a7t80000000D17xAAC|here,,
17-Jun,18:32,c5d0992a-532f-41b1-a0e1-a1d626f35ab1,hello,ChatBot_Greetings,100%,Hi! I'm Wex  your Workday Expert  and I am here to answer your People & Purpose questions!,,
17-Jun,18:34,c5d0992a-532f-41b1-a0e1-a1d626f35ab1,i have a life event. how do i update my benefits,Manage_Benefits_Plan,95%,For a list of Benefits Eligibility and Qualifying Life Events  visit https://workdayinc.benefitstream.net/your-benefits-28/eligibility|BenefitStream.com. Username: workday Password: welcome2benefits You have 30 days from the qualifying life event date to modify your benefits and add dependents. You must provide supporting documentation of the event e.g.  marriage license  birth certificate etc. To change your benefits: Click the Benefits application in Workday  Change  Benefits  Select the Qualifying Reason and the Benefit Event Date  Attach support document/s  Submit.  Once approved  you will receive a task in your Workday Inbox to change your benefits.  For step-by-step instructions on enrolling in benefits and adding dependents  check out our training options: https://wd5.myworkday.com/workday/d/inst/17498$1151/rel-task/2998$28786.htmld|Desktop https://wd5.myworkday.com/workday/d/inst/17498$1210/rel-task/2998$28786.htmld|Mobile,,
17-Jun,18:35,c5d0992a-532f-41b1-a0e1-a1d626f35ab1,who is my people consultant,Request_Support,90%,Sounds like you want to talk to someone. Please click https://workday.service-now.com/servicehub?id=sc_cat_item&sys_id=50303249dbcd3f00b89d7e88f4961948|here to submit your question or request. Hold tight and we will be in touch shortly.,,
17-Jun,18:36,318133a3-3d8c-4b82-88fb-751b74b21869,how do i apply for a job internally,Enroll_in_Plan,92%,Lets talk about enrolling in benefits! Workday's next Open Enrollment period is November 1-15  2019. Additional details will be sent via email as the date approaches. For step-by-step instructions on how to enroll in your benefits  check out our training options: https://wd5.myworkday.com/workday/d/inst/17498$1151/rel-task/2998$28786.htmld|Desktop https://wd5.myworkday.com/workday/d/inst/17498$1210/rel-task/2998$28786.htmld|Mobile If you do not make any changes during Open Enrollment  your current elections will rollover to the following plan year. With the exception of the FSA plans (Healthcare  Limited Purpose  and Dependent Care)  active election is required in order to participate in the FSA plans each year  as prior year elections do not carry over.,,
